#{"t_start": 1733943896.3583431, "env_id": null}
r,l,t
104.0,80,66117.051452
103.4,70,66118.262791
103.35,67,66119.342924
105.0,100,66120.941564
103.2,64,66121.992016
105.4,108,66123.677035
103.55,71,66124.772006
104.05,81,66126.006246
102.55,51,66126.763534
100.05,1,66126.77807
100.05,1,66126.79165
103.0,61,66127.788496
102.75,55,66128.636241
103.9,78,66129.804057
100.05,1,66129.820089
102.65,55,66130.675455
104.2,85,66132.105909
103.75,75,66133.426069
104.1,83,66134.814792
103.8,76,66136.0174
101.85,37,66136.640929
104.75,114,66138.525686
103.1,62,66139.516785
103.25,65,66140.530421
104.8,96,66141.878907
104.5,90,66143.191152
104.0,80,66144.297536
102.9,58,66145.150385
102.9,59,66146.056089
102.8,56,66146.863323
104.9,98,66148.64104
102.95,59,66149.628343
103.35,67,66150.80894
104.15,83,66152.090925
103.6,72,66153.242303
103.95,79,66154.471273
103.3,66,66155.5929
103.15,63,66156.572222
101.45,30,66157.044343
104.6,92,66158.589752
104.15,83,66159.81509
104.85,97,66161.224417
103.4,68,66162.160331
103.35,67,66163.152328
104.05,83,66164.651561
103.9,78,66166.02947
104.65,94,66167.552422
103.2,64,66168.546328
104.05,81,66169.849578
104.4,88,66171.224907
104.2,84,66172.569556
103.2,64,66173.564981
101.9,38,66174.102178
104.1,82,66175.381845
103.65,74,66176.418789
103.8,77,66177.508968
103.45,69,66178.557382
103.15,63,66179.611603
103.35,67,66180.749917
103.4,68,66181.897481
101.45,31,66182.513861
102.1,42,66183.219012
103.45,69,66184.302141
103.55,71,66185.429896
104.45,89,66186.859602
103.5,70,66187.959674
105.05,101,66189.488056
103.5,70,66190.451288
102.45,49,66191.23961
100.0,1,66191.257641
100.05,1,66191.274662
105.55,112,66193.019153
103.45,69,66194.089918
104.05,83,66195.393914
100.05,1,66195.412956
102.0,40,66196.11117
102.6,52,66197.002766
102.3,46,66197.817513
100.9,18,66198.136528
104.2,84,66199.511863
104.35,87,66200.858733
101.85,37,66201.449596
104.25,85,66202.841731
104.35,87,66204.156215
106.7,134,66206.411417
102.8,56,66207.165452
103.5,70,66208.131803
103.4,68,66209.165291
104.05,81,66210.49455
103.6,72,66211.675725
103.7,74,66212.941882
102.35,48,66213.770032
103.35,67,66214.866515
103.05,61,66215.815278
104.05,81,66217.070116
105.1,102,66218.766058
102.75,59,66219.707624
104.5,90,66221.064458
104.15,83,66222.247968
102.9,58,66223.076016
103.95,80,66224.404791
103.8,76,66225.655016
103.8,76,66226.700263
103.5,71,66227.845929
103.7,77,66229.110379
105.2,105,66230.956469
104.65,93,66232.505785
100.0,1,66232.522803
102.95,59,66233.447854
100.05,1,66233.463889
104.6,92,66234.827009
105.45,110,66236.584727
102.2,44,66237.284782
104.3,86,66238.477441
103.9,79,66239.651534
103.3,66,66240.654953
105.65,113,66242.327517
104.05,81,66243.5097
101.85,38,66244.185437
104.9,98,66245.980966
103.45,71,66247.167292
103.1,62,66248.001557
103.7,74,66249.086042
102.15,43,66249.686416
102.9,58,66250.491886
105.0,100,66251.965804
101.5,30,66252.411011
103.3,66,66253.413378
103.3,66,66254.339692
104.3,86,66255.470982
100.85,17,66255.691849
102.8,56,66256.451794
103.15,63,66257.500947
103.95,79,66258.709401
103.55,71,66259.912832
104.2,84,66261.394123
102.95,60,66262.458579
-998.65,476,66269.881358
102.95,59,66270.682861
101.8,36,66271.17282
104.1,82,66272.312766
103.8,76,66273.582789
103.0,62,66274.576007
105.05,101,66276.265283
103.25,66,66277.39361
104.25,86,66278.913407
104.1,86,66280.257298
103.4,68,66281.338864
27.75,1200,66299.93923
102.75,55,66300.819782
103.75,75,66301.899957
103.05,61,66302.824553
103.5,70,66303.910912
103.5,70,66305.07832
103.1,62,66306.07468
102.3,46,66306.835634
102.75,55,66307.752788
102.85,57,66308.665913
108.95,188,66311.799649
100.7,14,66312.029167
102.0,40,66312.615417
103.55,75,66313.60424
103.6,74,66314.653151
103.3,66,66315.616132
104.05,81,66316.847491
105.3,106,66318.368409
104.95,99,66319.682652
102.5,50,66320.327373
106.25,149,66322.324078
103.45,72,66323.313764
103.0,61,66324.309732
104.4,88,66325.723255
104.35,87,66327.051269
103.25,65,66328.001351
103.15,65,66328.886822
102.45,50,66329.544328
16.7,1200,66345.949815
103.1,62,66346.736799
101.45,29,66347.100226
103.35,67,66347.989969
103.15,64,66348.818027
105.65,114,66350.286128
117.2,1034,66364.613165
102.65,53,66365.333586
104.75,96,66366.705722
104.45,89,66367.84123
104.9,98,66369.133785
102.35,47,66369.808825
102.95,59,66370.588642
101.75,35,66371.064203
101.5,31,66371.534368
102.6,52,66372.433677
100.3,6,66372.555987
105.7,114,66374.375344
102.5,50,66375.098423
103.7,74,66376.067909
100.05,1,66376.084961
103.6,73,66377.064734
104.3,86,66378.226306
103.9,78,66379.244501
102.85,57,66379.998456
102.75,55,66380.703063
103.75,75,66381.759743
103.1,62,66382.67756
103.2,64,66383.522056
117.4,996,66397.203821
104.45,89,66398.343145
104.85,98,66399.708295
102.85,57,66400.538696
102.15,43,66401.11768
103.4,68,66402.092859
102.9,58,66402.828241
102.5,50,66403.663968
104.2,90,66405.084524
103.05,61,66406.042184
103.7,74,66407.107703
104.25,85,66408.215559
103.15,64,66409.191145
104.2,84,66410.323612
103.05,61,66411.128623
104.25,85,66412.263362
103.55,71,66413.187829
103.25,65,66414.039802
103.8,76,66415.04143
103.55,71,66415.956454
103.2,64,66416.76495
103.95,79,66417.797021
103.05,61,66418.643004
104.7,94,66420.170958
100.05,1,66420.187502
104.2,84,66421.523171
104.3,86,66422.825623
103.55,71,66423.763958
103.9,78,66424.794639
103.25,65,66425.640893
103.55,71,66426.633747
100.2,4,66426.711947
104.2,85,66427.971569
103.3,66,66428.847246
102.95,59,66429.62019
102.2,44,66430.193883
103.1,62,66430.990994
103.3,67,66431.851282
102.6,52,66432.518568
103.75,75,66433.507343
103.65,73,66434.532159
103.15,65,66435.476505
102.8,56,66436.471316
104.1,82,66437.714533
103.55,71,66438.779878
103.75,75,66439.771146
104.0,80,66440.824824
103.55,71,66441.775263
102.85,57,66442.525875
104.65,95,66443.775399
103.3,66,66444.642923
104.95,100,66445.971058
103.7,74,66446.973413
103.25,66,66447.940252
104.1,82,66449.024042
103.9,79,66450.133297
103.45,70,66451.05437
102.55,51,66451.873885
100.0,1,66451.888914
102.6,52,66452.73013
104.0,83,66454.133773
103.2,64,66455.128808
103.85,77,66456.135958
103.35,67,66457.015118
103.1,63,66457.83806
103.6,72,66458.793942
102.7,54,66459.489115
104.35,87,66460.62137
104.35,87,66461.715712
103.8,76,66462.689465
103.05,61,66463.626112
104.25,85,66464.894661
102.35,48,66465.522982
101.5,31,66465.967899
103.7,74,66466.935477
102.05,41,66467.58396
103.0,60,66468.535314
103.85,77,66469.743581
103.45,69,66470.789747
103.55,71,66471.733221
104.3,86,66472.871006
104.2,84,66473.965095
103.15,64,66474.945021
104.85,100,66476.271221
103.0,61,66477.077257
103.9,78,66478.112005
104.55,91,66479.278099
103.0,60,66480.063799
103.9,78,66481.1456
105.3,106,66482.64139
102.15,43,66483.255557
102.6,52,66484.046093
103.5,72,66485.146346
102.5,52,66485.975094
100.0,1,66485.993138
103.4,101,66487.445272
102.55,51,66488.100878
103.35,68,66488.985781
103.15,63,66489.799866
104.1,82,66491.039796
103.85,77,66492.086504
103.4,69,66492.96878
103.5,70,66493.8637
104.2,84,66494.944161
104.4,88,66496.118201
103.75,75,66497.139046
102.2,44,66497.728564
103.85,78,66498.789471
104.35,88,66500.167651
102.65,53,66500.981961
103.6,72,66502.212193
104.6,93,66503.491732
104.05,81,66504.55558
103.65,74,66505.523138
103.95,82,66506.60584
103.8,76,66507.614622
102.75,55,66508.464222
102.75,55,66509.236125
102.05,41,66509.770863
103.2,64,66510.592011
103.15,63,66511.384063
103.85,78,66512.364685
104.05,123,66513.978048
102.3,48,66514.619512
103.45,69,66515.624874
105.6,112,66517.409654
104.05,81,66518.776584
104.9,98,66520.207633
105.6,113,66521.671525
104.3,86,66522.783392
103.45,69,66523.672278
102.4,48,66524.314108
103.2,64,66525.131752
103.45,70,66526.057525
102.35,47,66526.675046
100.05,1,66526.692091
104.0,80,66527.709522
100.05,1,66527.723049
103.1,62,66528.526575
100.9,18,66528.845043
103.55,71,66529.818822
106.7,135,66531.629461
103.5,70,66532.688629
102.2,44,66533.398617
100.0,1,66533.418641
101.5,30,66533.879205
102.15,43,66534.546133
100.0,1,66534.570883
103.75,75,66535.603432
103.1,62,66536.557631
103.75,75,66537.499679
103.05,61,66538.295288
104.05,81,66539.339635
101.75,35,66539.791902
103.6,72,66540.718441
103.75,76,66541.700106
103.5,70,66542.600963
102.8,56,66543.322945
103.0,60,66544.087807
103.8,76,66545.208389
103.85,77,66546.297503
103.55,71,66547.265258
103.6,72,66548.472965
101.2,24,66548.844984
103.3,68,66549.906525
103.25,67,66550.883566
100.85,17,66551.104953
103.35,67,66551.995611
103.7,74,66552.970274
103.85,79,66553.987952
102.7,54,66554.683182
101.55,31,66555.107712
103.5,70,66556.12431
104.55,91,66557.407243
103.35,67,66558.262012
104.6,92,66559.458093
100.05,1,66559.471126
103.4,68,66560.348701
104.3,86,66561.455714
103.65,73,66562.623783
103.85,77,66563.853237
103.05,61,66564.842897
103.4,68,66565.893406
104.2,84,66567.159139
103.35,67,66568.036404
101.35,27,66568.38712
103.65,73,66569.348582
103.6,72,66570.29145
102.35,47,66570.893683
102.95,59,66571.697438
103.45,69,66572.772352
103.65,73,66573.736191
102.65,53,66574.421006
103.0,60,66575.192024
103.9,78,66576.192595
105.75,115,66577.672003
102.6,52,66578.375075
103.6,72,66579.319366
102.4,48,66580.05248
100.05,1,66580.071494
102.6,57,66580.985666
103.55,71,66582.081198
103.7,74,66583.261834
101.8,36,66583.778225
103.7,74,66584.761804
104.25,85,66585.902014
102.7,54,66586.601014
103.7,74,66587.666008
101.85,38,66588.169566
102.3,46,66588.775189
103.8,77,66589.86866
103.8,76,66590.940847
103.4,69,66591.813399
104.5,91,66592.968753
103.8,76,66594.044368
105.3,218,66597.269531
104.1,82,66598.571399
102.45,49,66599.357548
102.8,56,66600.149918
104.45,90,66601.322235
104.2,84,66602.422096
102.3,46,66603.018826
103.75,75,66603.989331
103.9,79,66605.047792
104.0,80,66606.066049
103.7,74,66607.013686
103.55,71,66607.916363
103.8,78,66608.92255
102.85,57,66609.674393
103.9,80,66610.847774
37.15,1200,66627.518605
102.1,42,66628.183478
102.55,52,66629.040135
104.7,94,66630.523723
102.8,56,66631.2777
103.15,63,66632.116768
103.6,72,66633.048661
100.05,1,66633.062718
100.05,1,66633.075257
102.95,59,66633.837693
103.05,61,66634.638241
102.6,53,66635.325232
103.85,77,66636.321123
102.45,50,66636.965745
104.35,87,66638.211105
102.75,55,66638.902648
104.1,82,66639.961982
101.7,34,66640.403171
103.9,78,66641.45687
104.5,90,66642.593259
104.75,96,66644.090149
103.45,69,66645.235427
103.8,78,66646.45161
104.25,85,66647.621549
104.9,98,66648.964967
100.0,1,66648.989997
104.9,99,66650.289295
103.65,73,66651.243019
103.35,67,66652.125989
103.5,71,66653.08316
102.05,41,66653.703378
104.0,82,66654.852337
102.85,57,66655.578367
102.95,59,66656.339919
102.15,47,66656.946564
104.9,98,66658.229425
100.35,8,66658.330184
103.4,68,66659.241709
102.7,58,66660.182918
103.4,68,66661.233136
103.2,64,66662.197381
101.8,36,66662.771582
103.85,77,66663.768821
103.6,72,66664.883281
103.1,62,66665.698556
103.2,64,66666.540169
102.6,52,66667.241124
100.05,1,66667.254639
103.45,69,66668.157217
102.6,52,66668.850837
100.05,1,66668.864859
101.75,35,66669.327085
103.05,61,66670.128051
104.0,80,66671.283454
101.9,38,66671.797172
103.1,62,66672.64422
104.75,95,66673.901049
103.9,78,66674.922823
103.8,76,66676.103724
103.85,77,66677.368093
103.75,75,66678.579607
104.05,81,66679.712675
103.5,70,66680.793772
102.7,54,66681.560122
102.5,52,66682.244068
103.45,69,66683.149496
103.75,75,66684.149936
104.15,83,66685.19646
103.4,68,66686.05349
103.5,70,66686.958286
102.35,47,66687.548606
104.55,91,66688.693985
102.05,41,66689.207616
102.7,54,66689.936013
104.1,82,66690.986081
103.65,73,66692.174219
103.25,65,66693.213564
102.55,51,66694.019866
104.05,81,66695.241333
104.3,86,66696.357376
104.05,82,66697.415487
103.65,73,66698.511165
103.5,73,66699.531852
104.7,94,66700.758728
103.0,60,66701.521664
103.8,76,66702.506096
102.7,54,66703.232739
20.55,1200,66719.818124
101.75,35,66720.269286
101.4,29,66720.643131
103.4,68,66721.547671
104.35,87,66722.735502
105.7,114,66724.447169
103.5,70,66725.678645
102.85,57,66726.577454
106.05,122,66728.220819
103.0,60,66729.00534
103.15,63,66729.836985
104.1,82,66730.928627
100.0,1,66730.941662
103.3,67,66731.817587
103.3,66,66732.671823
102.5,50,66733.318435
102.85,58,66734.059878
103.0,60,66734.92539
103.7,74,66735.930796
104.7,113,66737.482377
103.3,66,66738.361896
103.45,70,66739.312221
103.0,60,66740.349463
104.15,84,66741.731347
102.1,42,66742.417918
103.55,71,66743.399916
101.75,36,66743.86643
102.7,54,66744.568113
104.0,80,66745.608308
104.5,90,66746.928804
103.3,66,66747.837486
103.45,69,66748.732213
103.55,71,66749.626295
103.95,79,66750.62549
104.1,82,66751.672294
103.45,69,66752.606458
101.5,30,66753.079846
104.3,87,66754.265798
102.45,49,66754.903969
103.3,66,66755.884979
104.8,96,66757.414013
104.5,90,66758.81634
101.45,29,66759.225423
103.5,70,66760.13881
102.75,55,66760.851839
100.05,1,66760.865334
101.05,22,66761.161001
103.7,74,66762.269786
103.0,60,66763.102674
103.7,74,66764.061517
101.8,36,66764.534701
102.15,43,66765.079911
104.4,89,66766.198763
103.3,67,66767.041856
103.9,78,66768.049441
103.2,64,66768.868115
102.75,55,66769.62741
103.55,73,66770.563773
103.1,62,66771.454994
101.8,36,66772.039299
103.7,75,66773.3453
102.8,56,66774.231469
102.85,58,66775.114032
104.4,89,66776.280913
103.2,64,66777.117594
103.65,73,66778.070937
103.25,65,66778.919183
102.35,47,66779.606934
103.45,69,66780.626576
103.85,78,66781.644331
103.7,119,66783.178375
101.55,31,66783.574422
103.5,71,66784.483906
102.05,41,66785.015891
103.8,76,66786.071284
103.75,75,66787.046245
100.05,1,66787.063313
102.9,58,66787.960821
103.65,73,66789.21211
104.2,86,66790.659708
104.3,86,66791.85702
103.35,67,66792.728101
100.05,1,66792.745125
104.55,91,66793.944798
104.65,93,66795.179946
103.25,65,66796.028109
103.2,66,66796.896776
103.4,68,66797.766959
103.9,78,66798.783123
103.0,60,66799.575545
103.15,63,66800.546491
103.3,66,66801.446779
104.45,89,66802.64319
105.2,104,66804.199837
101.8,36,66804.844093
117.2,643,66813.694171
100.9,18,66813.921773
104.45,89,66815.058338
103.35,67,66815.965754
103.1,62,66816.91147
102.3,46,66817.590783
102.7,54,66818.291177
104.45,89,66819.513067
103.1,63,66820.474353
102.95,59,66821.394473
103.55,71,66822.482055
103.6,72,66823.480249
103.6,72,66824.400255
102.75,55,66825.112058
103.6,72,66826.050097
103.85,77,66827.089511
102.65,53,66827.9024
103.4,70,66828.821919
103.75,75,66829.795036
102.85,58,66830.552531
105.2,126,66832.166963
102.75,55,66832.877364
103.5,70,66833.922801
103.35,67,66834.910024
104.05,82,66836.134724
103.05,61,66837.053686
103.4,68,66838.090913
103.3,66,66839.090817
105.85,118,66840.636487
103.8,76,66841.65128
103.85,77,66842.655155
104.2,84,66843.904518
102.9,58,66844.726844
103.85,77,66845.701625
104.65,93,66846.862975
103.55,71,66847.766589
102.95,59,66848.516511
103.7,74,66849.470041
102.8,56,66850.197071
103.7,74,66851.209529
103.1,62,66852.17255
103.35,67,66853.231224
103.55,71,66854.367125
102.3,46,66855.101858
101.25,26,66855.441609
103.55,71,66856.41603
103.85,77,66857.439283
101.4,28,66857.837131
102.95,59,66858.612875
104.3,86,66859.730129
104.4,89,66860.947022
105.75,115,66862.578364
103.9,78,66863.553542
103.3,66,66864.403727
103.6,72,66865.386996
104.45,94,66866.638403
103.0,60,66867.490887
105.7,135,66869.624619
103.15,63,66870.708332
104.2,84,66871.888637
102.3,46,66872.491332
104.55,91,66873.69246
103.3,66,66874.542238
103.85,77,66875.575208
102.35,47,66876.196168
105.05,101,66877.507254
103.2,66,66878.347259
102.15,43,66878.913497
104.45,89,66880.075027
103.15,63,66880.898037
103.1,62,66881.755462
103.95,79,66882.888069
103.2,64,66883.873776
104.5,90,66885.311054
103.5,70,66886.424819
105.3,107,66887.888056
104.0,81,66889.13497
103.0,60,66889.957316
103.25,65,66890.80578
104.4,88,66891.973003
103.0,60,66892.760028
103.45,70,66893.638134
104.25,85,66894.724987
100.05,1,66894.741002
104.2,84,66895.895506
101.65,33,66896.329528
102.55,51,66897.02083
101.9,38,66897.589614
103.05,61,66898.477142
102.65,53,66899.241056
102.0,40,66899.88466
104.0,80,66901.176837
104.3,86,66902.546409
103.45,69,66903.465617
103.95,79,66904.535916
100.85,17,66904.773327
103.75,75,66905.762601
121.7,590,66913.750831
103.65,73,66914.7096
104.55,91,66916.215276
103.65,73,66917.413026
103.2,65,66918.428445
103.2,64,66919.346949
102.05,41,66919.895782
104.25,85,66921.005017
103.75,75,66921.983642
100.0,1,66921.997181
103.2,64,66922.849612
103.4,68,66923.736827
103.8,76,66924.788643
103.35,67,66925.779591
102.75,55,66926.555592
104.5,90,66927.705706
104.1,82,66928.754465
102.8,56,66929.481939
100.85,18,66929.759646
103.45,69,66930.651819
103.15,63,66931.550955
104.0,82,66932.793221
103.15,63,66933.799413
104.55,92,66935.179784
104.15,83,66936.373396
104.3,86,66937.548772
104.2,84,66938.661215
102.95,60,66939.44127
104.05,81,66940.485043
103.85,78,66941.501794
103.6,72,66942.439388
103.5,70,66943.512712
104.8,96,66944.850739
104.05,81,66945.901611
104.4,88,66947.06643
103.3,66,66948.094242
105.75,127,66950.080132
103.6,72,66951.118376
102.15,43,66951.701152
104.7,94,66953.163196
104.5,91,66954.36159
103.3,66,66955.234507
102.1,42,66955.7942
100.0,1,66955.807707
100.05,1,66955.820223
104.7,94,66957.126234
103.3,66,66957.985848
103.15,63,66958.794506
103.25,65,66959.624738
103.5,70,66960.518695
103.25,65,66961.352477
101.0,20,66961.604266
104.5,90,66962.842453
103.55,71,66963.992528
103.95,79,66965.237335
105.15,103,66966.8612
102.4,48,66967.481458
101.85,39,66967.978236
103.25,65,66968.868995
105.45,109,66970.474255
102.8,56,66971.25099
103.65,75,66972.229892
104.6,93,66973.449222
103.85,77,66974.411407
102.95,59,66975.153339
103.8,76,66976.102496
102.85,57,66976.858945
102.4,48,66977.474748
106.15,123,66979.212309
103.3,66,66980.381194
101.1,22,66980.756671
103.8,76,66981.9661
101.55,32,66982.464921
102.0,40,66983.076397
102.2,44,66983.666805
103.25,65,66984.504701
101.75,35,66984.953406
102.2,44,66985.525168
103.3,66,66986.394195
103.55,79,66987.45892
103.3,66,66988.359407
104.05,81,66989.392565
103.1,62,66990.187079
103.85,77,66991.315241
102.9,59,66992.069244
104.75,95,66993.320231
103.65,74,66994.3975
101.25,25,66994.731616
103.6,72,66995.797865
100.05,1,66995.814888
104.15,83,66997.196271
101.55,31,66997.728168
103.3,66,66998.812098
103.05,61,66999.631621
103.15,63,67000.474192
103.2,64,67001.315325
104.3,86,67002.440125
103.9,78,67003.478394
103.35,67,67004.360922
103.5,72,67005.297967
105.8,116,67006.907637
104.65,93,67008.217449
103.35,67,67009.094235
104.0,80,67010.128595
103.45,69,67011.027441
103.65,73,67012.172302
103.3,68,67013.243056
103.4,68,67014.371127
105.5,110,67015.866154
103.95,79,67016.893689
100.5,11,67017.044508
103.05,61,67018.001516
101.9,38,67018.564764
103.25,65,67019.410025
103.6,72,67020.373369
104.65,94,67021.614256
103.2,64,67022.432692
102.25,47,67023.031402
102.95,59,67023.803899
103.95,79,67024.959807
101.75,35,67025.464651
104.1,82,67026.627339
103.85,78,67027.727974
103.95,79,67028.944505
103.55,72,67030.089017
103.25,66,67031.079393
103.05,61,67031.875503
100.05,1,67031.889023
102.05,41,67032.437559
103.25,66,67033.316279
102.6,52,67034.145943
103.1,62,67035.04011
103.6,72,67035.978865
103.45,69,67036.88262
102.0,40,67037.424709
104.55,91,67038.58937
104.1,82,67039.640764
103.2,66,67040.48858
102.55,53,67041.184936
100.55,12,67041.337836
103.2,66,67042.185088
102.85,57,67042.915032
105.5,110,67044.568254
103.05,62,67045.581424
103.15,63,67046.551916
103.35,67,67047.490893
102.2,44,67048.061452
102.65,54,67048.763912
106.25,125,67050.401238
102.05,41,67050.923124
103.7,77,67052.085705
102.7,54,67052.817425
102.9,58,67053.561993
102.25,45,67054.1252
101.0,22,67054.416486
103.7,75,67055.376093
104.55,91,67056.536225
102.95,59,67057.331649
103.95,79,67058.382085
104.35,87,67059.576679
101.4,28,67060.044003
-985.15,570,67067.992959
101.7,34,67068.44086
-984.1,570,67076.019587
101.5,31,67076.490085
103.0,60,67077.428572
103.75,75,67078.640156
103.4,68,67079.65815
104.6,92,67080.900742
103.7,74,67081.890198
102.95,60,67082.69362
104.15,83,67083.77225
104.1,82,67084.825076
102.75,55,67085.511902
103.2,64,67086.3473
104.1,82,67087.372043
102.85,57,67088.152648
100.0,1,67088.171171
103.5,70,67089.236705
104.3,86,67090.392328
104.0,80,67091.537802
102.75,55,67092.404649
103.65,73,67093.577631
102.25,45,67094.335196
100.05,1,67094.35122
103.6,72,67095.373329
103.1,64,67096.206015
103.95,79,67097.263207
104.05,81,67098.304245
103.6,72,67099.325466
102.85,57,67100.155241
104.55,92,67101.338093
102.75,55,67102.052672
100.0,1,67102.065714
104.05,81,67103.119057
103.4,68,67103.991915
102.65,53,67104.669175
102.65,53,67105.351005
103.2,64,67106.367414
105.15,103,67107.89301
101.15,23,67108.273959
103.2,65,67109.305063
104.4,88,67110.743824
103.2,64,67111.568274
102.4,49,67112.201169
102.5,50,67112.843435
103.7,74,67113.838892
103.55,71,67114.751559
103.15,63,67115.729004
102.05,42,67116.343043
101.0,20,67116.615227
102.3,46,67117.202482
104.35,87,67118.29535
100.0,1,67118.308371
103.8,76,67119.288098
103.0,60,67120.057582
100.0,1,67120.071093
103.4,68,67120.95567
105.1,102,67122.326605
103.4,68,67123.223707
104.75,95,67124.757381
105.15,103,67126.371258
103.35,67,67127.38832
103.1,62,67128.205584
103.95,79,67129.251673
104.65,93,67130.467782
103.9,78,67131.488013
104.2,84,67132.576127
103.0,62,67133.513151
102.5,50,67134.206663
103.0,60,67134.987761
102.55,51,67135.63005
103.9,78,67136.629584
104.4,88,67137.88812
104.75,96,67139.119678
104.0,80,67140.426911
103.2,64,67141.432107
104.3,86,67142.908654
104.9,98,67144.314805
103.35,69,67145.233723
104.3,86,67146.353725
104.95,99,67147.643614
104.05,84,67148.739016
103.95,79,67149.728796
102.8,57,67150.455263
101.65,33,67150.869784
104.0,80,67151.886134
104.4,88,67152.998544
104.4,88,67154.272529
102.2,44,67154.856676
104.5,90,67156.259372
104.95,99,67157.802427
104.3,86,67159.071101
104.0,80,67160.162248
103.5,70,67161.231828
102.7,54,67161.943598
103.0,60,67162.727208
101.85,37,67163.215768
104.75,96,67164.485331
103.1,62,67165.275143
104.2,84,67166.351071
103.4,68,67167.221399
104.25,85,67168.322785
102.4,48,67168.94139
103.6,72,67170.019558
103.8,76,67171.037818
105.5,110,67172.712438
103.5,70,67173.922877
104.05,81,67175.104817
102.7,55,67175.813471
104.15,83,67176.914034
102.8,56,67177.652436
104.2,85,67178.765235
101.85,37,67179.236318
103.9,78,67180.246534
102.35,47,67180.943367
102.9,58,67181.71265
106.55,131,67183.438284
102.2,44,67184.067519
103.2,65,67184.944355
103.0,60,67185.713303
101.95,39,67186.204394
104.2,85,67187.369285
103.85,78,67188.669295
101.1,22,67188.9893
103.5,70,67189.951762
102.6,53,67190.838846
103.8,76,67191.849227
103.1,62,67192.666217
102.45,49,67193.317549
104.65,93,67194.561196
104.95,99,67195.869432
103.85,77,67197.007616
103.5,70,67197.96338
103.4,68,67198.850889
102.55,52,67199.5182
103.45,69,67200.40308
103.0,60,67201.20835
103.4,68,67202.108237
104.45,89,67203.4126
103.7,74,67204.590069
102.6,52,67205.418476
103.45,69,67206.467443
103.7,74,67207.497963
102.1,42,67208.132841
102.6,53,67208.857259
104.45,90,67210.053097
104.35,87,67211.205938
102.35,47,67211.813405
103.2,64,67212.64119
102.9,58,67213.387181
103.95,79,67214.429039
103.8,76,67215.512035
104.1,83,67216.581461
101.5,30,67217.007016
103.55,72,67217.972491
102.0,40,67218.483862
104.0,82,67219.592466
104.15,83,67220.849266
104.2,84,67222.01955
102.15,43,67222.619742
104.3,87,67223.842412
103.9,78,67225.016337
104.1,82,67226.049706
103.45,69,67226.920727
103.95,79,67227.919901
104.2,84,67229.006989
104.25,85,67230.097914
104.15,83,67231.160108
102.85,57,67231.888073
103.05,61,67232.675292
101.65,33,67233.122934
101.35,27,67233.499189
102.95,59,67234.29637
103.95,79,67235.497482
100.05,1,67235.513504
103.65,73,67236.630801
103.4,68,67237.689494
104.1,83,67238.976854
104.4,88,67240.127151
104.05,85,67241.242955
101.65,33,67241.775075
100.05,1,67241.799126
103.1,64,67242.748602
103.45,69,67243.656249
104.6,92,67244.868155
103.5,70,67245.769334
103.45,69,67246.635364
102.75,55,67247.34152
102.8,56,67248.078403
103.05,61,67248.873199
101.15,23,67249.173618
104.25,87,67250.317256
102.5,52,67251.085112
103.7,74,67252.339008
103.6,72,67253.452687
103.15,63,67254.475789
103.15,63,67255.343758
102.55,51,67256.023914
103.75,75,67257.009375
103.35,67,67257.862758
102.65,53,67258.551629
104.55,91,67259.769472
104.4,88,67260.911683
102.95,59,67261.668804
101.3,26,67262.040914
103.35,67,67263.011069
103.8,76,67263.973541
103.95,79,67265.02981
105.15,104,67266.455734
103.9,79,67267.587696
100.05,1,67267.605729
102.7,54,67268.463476
105.65,113,67270.358057
103.05,62,67271.259513
103.95,79,67272.30349
103.2,64,67273.151692
103.0,60,67273.916109
104.55,91,67275.127352
102.6,52,67275.800969
103.5,71,67276.751181
103.4,68,67277.638835
103.25,65,67278.609267
105.75,115,67280.129957
102.85,58,67280.870878
102.85,57,67281.651608
102.55,51,67282.344393
104.2,84,67283.499378
102.55,51,67284.326353
104.05,81,67285.546843
102.9,58,67286.477757
103.9,78,67287.545914
104.4,88,67288.679255
103.65,73,67289.747521
102.1,42,67290.303524
103.9,78,67291.333618
102.5,50,67292.013736
103.9,78,67293.012903
103.8,76,67294.003459
102.3,46,67294.591044
103.75,75,67295.648394
103.7,74,67296.759435
103.0,60,67297.655997
103.5,70,67298.576813
102.3,46,67299.172021
103.95,80,67300.411669
103.8,76,67301.61596
102.4,48,67302.369958
104.8,97,67303.708416
105.5,110,67305.179534
105.05,101,67306.701026
103.1,62,67307.532152
104.1,82,67308.570714
103.3,66,67309.392814
103.55,72,67310.329477
103.95,80,67311.347198
101.7,34,67311.780865
102.8,56,67312.494828
102.2,46,67313.100917
102.0,41,67313.637102
104.3,87,67314.760941
103.4,69,67315.771352
103.4,68,67316.907188
105.15,103,67318.547177
102.4,48,67319.249451
103.05,61,67320.054674
104.3,86,67321.17557
103.75,75,67322.161077
103.45,69,67323.068621
103.55,71,67324.164129
101.85,37,67324.674609
104.0,80,67325.715602
103.9,79,67326.752745
103.5,70,67327.642937
104.55,91,67328.819829
100.85,17,67329.05764
104.3,86,67330.19712
103.15,63,67331.013031
103.35,67,67332.047072
104.65,93,67333.662029
102.3,46,67334.401595
103.85,79,67335.497166
102.7,54,67336.217413
103.1,62,67337.032388
101.7,36,67337.508856
105.0,100,67338.826533
103.9,80,67339.873234
-996.3,234,67342.832836
104.0,81,67343.979963
